 .	3.083089E-5
 กัน	6.166178E-5
 กับ	6.166178E-5
 กา	1.5415446E-5
 กาศ	1.5415446E-5
 กิล	4.624634E-5
 กุน	1.5415446E-5
 คณา	1.5415446E-5
 คอค	1.5415446E-5
 คาน	1.5415446E-5
 คิง	1.5415446E-5
 คูๆ	1.5415446E-5
 งอๆ	1.5415446E-5
 งะๆ	1.5415446E-5
 จร.	1.5415446E-5
 จอง	1.5415446E-5
 จัง	3.083089E-5
 จิ	1.5415446E-5
 จี	4.624634E-5
 จุง	1.5415446E-5
 ชด	1.5415446E-5
 ชท.	1.5415446E-5
 ชนะ	1.5415446E-5
 ชัด	1.5415446E-5
 ชัว	1.5415446E-5
 ชา	1.5415446E-5
 ชาน	1.5415446E-5
 ชิว	1.5415446E-5
 ชุน	3.083089E-5
 ซ.	1.5415446E-5
 ซก	1.5415446E-5
 ซัน	3.083089E-5
 ซัม	1.5415446E-5
 ซาน	6.166178E-5
 ซี	1.5415446E-5
 ซุช	1.5415446E-5
 ซุน	1.5415446E-5
 ฌอง	1.5415446E-5
 ดา	1.5415446E-5
 ดิง	3.083089E-5
 ดี	3.083089E-5
 ด๊ก	1.5415446E-5
 ต.	1.5415446E-5
 ตา	1.5415446E-5
 ตาก	3.083089E-5
 ตาย	1.5415446E-5
 ตุง	1.5415446E-5
 ตุน	1.5415446E-5
 ทรู	1.5415446E-5
 ทส.	3.083089E-5
 ทอป	1.5415446E-5
 ที	1.5415446E-5
 ที่	3.083089E-5
 ท่อ	1.5415446E-5
 ธนู	1.5415446E-5
 น	1.5415446E-5
 นคร	1.2332357E-4
 นาม	1.5415446E-5
 นิค	1.5415446E-5
 นี้	1.5415446E-5
 บอย	1.5415446E-5
 บอๆ	1.5415446E-5
 บัส	1.5415446E-5
 บาย	1.5415446E-5
 บี	3.083089E-5
 บุช	1.8498536E-4
 บูต	1.5415446E-5
 บู้	1.5415446E-5
 ป.	1.5415446E-5
 ปค.	1.5415446E-5
 ปา	1.5415446E-5
 ปุย	1.5415446E-5
 ผบ.	1.5415446E-5
 ผอ.	1.5415446E-5
 พี	1.5415446E-5
 พูล	6.166178E-5
 ฟ.	1.5415446E-5
 ภ.	1.5415446E-5
 ม.	3.083089E-5
 มช.	3.083089E-5
 มณี	1.5415446E-5
 มา	1.5415446E-5
 มาน	1.5415446E-5
 มาๆ	1.5415446E-5
 มิน	1.5415446E-5
 มุน	1.5415446E-5
 มูน	1.5415446E-5
 ย.	1.5415446E-5
 ยอน	1.5415446E-5
 ยัง	1.2332357E-4
 ยาย	1.5415446E-5
 ยู	4.624634E-5
 ย่า	1.5415446E-5
 รอย	1.5415446E-5
 รอๆ	1.5415446E-5
 ริช	4.624634E-5
 ริน	1.5415446E-5
 รีด	3.083089E-5
 รีฟ	1.5415446E-5
 รู	3.083089E-5
 รูม	1.5415446E-5
 ลก	1.5415446E-5
 ลงๆ	1.5415446E-5
 ลอง	1.5415446E-5
 ลัล	1.5415446E-5
 ลี	3.083089E-5
 ลีช	1.5415446E-5
 ลึก	4.624634E-5
 วอค	1.5415446E-5
 วาน	1.5415446E-5
 วิน	3.083089E-5
 วี	1.5415446E-5
 วู	1.5415446E-5
 วูฟ	1.5415446E-5
 ศ.	1.5415446E-5
 ส.	1.5415446E-5
 สปา	1.5415446E-5
 สว.	1.5415446E-5
 สวย	1.5415446E-5
 สะ	1.5415446E-5
 สา	3.083089E-5
 หยู	1.5415446E-5
 ห้	1.5415446E-5
 อร	1.5415446E-5
 อาย	1.5415446E-5
 อิล	1.5415446E-5
 อี๋	1.5415446E-5
 อู	1.5415446E-5
 อู้	3.083089E-5
 อ้อ	1.5415446E-5
 ฮง	1.5415446E-5
 ฮอง	1.5415446E-5
 ฮัฟ	1.5415446E-5
 ฮัว	3.083089E-5
 ฮา	1.5415446E-5
 ฮาว	1.5415446E-5
 ฮิม	1.5415446E-5
 ฮี	1.5415446E-5
 ฮู	1.5415446E-5
 ฮูธ	1.5415446E-5
 ฯ	1.695699E-4
 เจ	1.5415446E-5
 เจล	1.5415446E-5
 เชา	1.5415446E-5
 เซน	4.624634E-5
 เซะ	1.5415446E-5
 เดง	1.5415446E-5
 เตร	1.5415446E-5
 เทท	1.5415446E-5
 เทอ	1.5415446E-5
 เนท	1.5415446E-5
 เบค	1.5415446E-5
 เบท	1.5415446E-5
 เบล	1.5415446E-5
 เรด	1.5415446E-5
 เลน	1.5415446E-5
 เลพ	1.5415446E-5
 เลย	1.5415446E-5
 เอ	7.707723E-5
 เอส	1.5415446E-5
 เฮด	1.5415446E-5
 แคช	1.5415446E-5
 แดง	1.5415446E-5
 แทม	3.083089E-5
 แน	1.5415446E-5
 แบค	1.5415446E-5
 แพส	1.5415446E-5
 โกล	1.5415446E-5
 โค	1.5415446E-5
 โคล	4.624634E-5
 โซน	1.5415446E-5
 โดล	1.5415446E-5
 โทษ	1.5415446E-5
 โรช	1.5415446E-5
 โรล	1.5415446E-5
 โฮ	4.624634E-5
 ใต้	3.083089E-5
 ไกล	1.5415446E-5
 ไจ	1.5415446E-5
 ได	1.5415446E-5
 ไทย	1.5415446E-5
 ไป	6.166178E-5
 ไอ	3.083089E-5
 ๆ	5.8578694E-4
,	6.166178E-5
,พระ	1.5415446E-5
-	3.5455526E-4
- ลก	1.5415446E-5
-กา	1.5415446E-5
-กำ	1.5415446E-5
-คอน	1.5415446E-5
-คิง	1.5415446E-5
-จีน	4.624634E-5
-ชี	1.5415446E-5
-ดำ	1.5415446E-5
-ตาก	3.083089E-5
-บ	1.5415446E-5
-ปุย	7.707723E-5
-มูน	1.5415446E-5
-ม้	1.5415446E-5
-ย	3.083089E-5
-ยน	1.5415446E-5
-รี	3.083089E-5
-ลก	3.0830893E-4
-ลา	1.5415446E-5
-ลาว	1.5415446E-5
-หลง	1.5415446E-5
-หัน	3.083089E-5
-อ	1.5415446E-5
-อะ	1.5415446E-5
-อา	1.5415446E-5
-ะ	4.624634E-5
-าะ	1.5415446E-5
-ีย	1.5415446E-5
-ียะ	1.5415446E-5
-ือ	1.5415446E-5
-ือะ	1.5415446E-5
-เบค	1.5415446E-5
-โชล	1.5415446E-5
-ใต้	1.5415446E-5
-ไทย	3.083089E-5
.	0.014752582
. ต.	1.5415446E-5
. ภ.	1.5415446E-5
. ม.	1.5415446E-5
. ย.	1.5415446E-5
. ศ.	1.5415446E-5
.,	1.5415446E-5
.-	1.5415446E-5
..	2.1581625E-4
...	2.004008E-4
....	1.5415446E-5
...า	1.5415446E-5
..ภพ	1.5415446E-5
..ฮิ	1.5415446E-5
..า	1.5415446E-5
.ก	3.083089E-5
.ก.	2.312317E-4
.กก.	3.083089E-5
.กง	1.5415446E-5
.กง.	1.5415446E-5
.กต.	1.5415446E-5
.กมล	1.5415446E-5
.กวี	1.5415446E-5
.กสท	1.5415446E-5
.กห.	1.5415446E-5
.กับ	1.5415446E-5
.กัว	1.5415446E-5
.ก็	1.5415446E-5
.ข.	3.083089E-5
.ค	1.5415446E-5
.ค.	1.0790813E-4
.ฅ	1.5415446E-5
.ง.	1.5415446E-5
.งอบ	3.083089E-5
.จชต	1.5415446E-5
.จต.	1.5415446E-5
.จร.	7.707723E-5
.จว.	1.3873902E-4
.จวบ	3.083089E-5
.จะ	1.5415446E-5
.จี.	1.5415446E-5
.ฉก.	1.5415446E-5
.ช	1.5415446E-5
.ช.	1.3873902E-4
.ชต.	3.083089E-5
.ชน.	1.5415446E-5
.ซี.	9.249268E-5
.ซุป	1.5415446E-5
.ญ.	1.5415446E-5
.ฎ.	1.5415446E-5
.ณพล	1.5415446E-5
.ณัฐ	1.5415446E-5
.ด.	3.083089E-5
.ต.	2.1581625E-4
.ตท.	1.5415446E-5
.ตปพ	1.5415446E-5
.ตร	4.624634E-5
.ตร.	1.8498536E-4
.ตาก	4.624634E-5
.ตี๋	1.5415446E-5
.ท.	2.7747804E-4
.ทท.	3.083089E-5
.ทบ	1.5415446E-5
.ทบ.	1.5415446E-4
.ทพ.	4.624634E-5
.ทร.	1.5415446E-5
.ทล.	1.5415446E-5
.ทวี	1.5415446E-5
.ทอ.	3.083089E-5
.ที.	3.083089E-5
.ธ.	1.5415446E-5
.ธนู	1.5415446E-5
.น	1.5415446E-5
.น.	2.1581625E-4
.นรป	1.5415446E-5
.นิด	3.083089E-5
.นี	1.5415446E-5
.บ	1.5415446E-5
.บ.	4.624634E-5
.บก.	1.5415446E-5
.บต.	3.083089E-5
.บป.	1.5415446E-5
.บลู	1.5415446E-5
.บห.	3.083089E-5
.บี	3.083089E-5
.บี.	1.5415446E-5
.ป.	2.7747804E-4
.ป.ช	1.5415446E-5
.ปค.	4.624634E-5
.ปง	3.083089E-5
.ปป.	1.5415446E-5
.ปพ.	4.624634E-5
.ปล.	1.5415446E-5
.ปส.	6.166178E-5
.ปัว	1.5415446E-5
.ปาย	1.5415446E-5
.ปิ	1.5415446E-5
.ปุ๊	1.5415446E-5
.ผบ.	1.5415446E-5
.ผอ.	1.5415446E-5
.ฝาง	1.5415446E-5
.พ.	9.249268E-5
.พนม	1.5415446E-5
.พร.	1.5415446E-5
.พระ	1.5415446E-5
.พล	1.5415446E-5
.พล.	1.5415446E-5
.พา	1.5415446E-5
.พิณ	1.5415446E-5
.พี.	3.083089E-5
.พึง	1.5415446E-5
.ฟ้า	3.083089E-5
.ภ.	1.0790813E-4
.ภพ	1.5415446E-5
.ภฤศ	1.5415446E-5
.ม.	1.695699E-4
.มก	1.5415446E-5
.มด	1.5415446E-5
.มท.	1.5415446E-5
.มาก	1.5415446E-5
.มี	1.5415446E-5
.ย.	9.249268E-5
.ยง	1.5415446E-5
.ยธ.	1.5415446E-5
.ยล.	1.5415446E-5
.ยอด	3.083089E-5
.ยา	1.5415446E-5
.ยาว	1.5415446E-5
.ร.	2.004008E-4
.ร.ก	1.5415446E-5
.ร.บ	1.5415446E-5
.รฟ.	1.5415446E-5
.ล.	3.083089E-5
.ลอง	1.5415446E-5
.ลาว	3.083089E-5
.ลี้	1.5415446E-5
.ว	1.5415446E-5
.ว.	6.166178E-5
.วก.	1.5415446E-5
.วท.	1.5415446E-5
.วัน	1.5415446E-5
.วี.	1.5415446E-5
.วีป	1.5415446E-5
.ศ	1.5415446E-5
.ศ.	1.5415446E-4
.ส.	1.2332357E-4
.สจ.	1.5415446E-5
.สน.	4.624634E-5
.สบ.	3.083089E-5
.สป.	1.5415446E-5
.สภ.	3.083089E-5
.สว.	1.5415446E-5
.สวย	3.083089E-5
.สวี	1.5415446E-5
.สส.	1.2332357E-4
.สอง	1.5415446E-5
.สาว	1.5415446E-5
.ห.	1.5415446E-5
.หน.	3.083089E-5
.อ.	2.1581625E-4
.อก.	4.624634E-5
.อช.	1.5415446E-5
.ออย	1.5415446E-5
.อู้	1.5415446E-5
.ฮิ	1.5415446E-5
.ฯ	3.083089E-5
.า	1.5415446E-5
.เค.	7.707723E-5
.เจ	1.5415446E-5
.เจ.	1.5415446E-5
.เทพ	1.5415446E-5
.เลย	4.624634E-5
.เสม	1.5415446E-5
.เอ	4.624634E-5
.เอ.	3.083089E-5
.แดง	1.5415446E-5
.แนน	1.5415446E-5
.แบค	1.5415446E-5
.แมว	1.5415446E-5
.แอน	1.5415446E-5
.โอ.	1.5415446E-5
.ไก่	1.5415446E-5
.ไป	1.5415446E-5
.ไอ.	3.083089E-5
ก	0.04086635
ก .	1.5415446E-5
ก ฯ	1.5415446E-5
ก ๆ	7.707723E-5
ก-ลก	3.0830893E-4
ก.	9.403422E-4
ก.ก.	1.5415446E-5
ก.ข.	1.5415446E-5
ก.ค.	1.5415446E-5
ก.ต.	1.5415446E-5
ก.ตร	1.5415446E-5
ก.ท.	1.5415446E-5
ก.น	1.5415446E-5
ก.น.	9.249268E-5
ก.ป.	1.5415446E-4
ก.พ.	1.5415446E-5
ก.ภ.	3.083089E-5
ก.ม.	3.083089E-5
ก.ย.	1.5415446E-5
ก.ว.	1.5415446E-5
ก.ส.	4.624634E-5
ก.อ.	1.5415446E-5
กก	1.8498536E-4
กก .	1.5415446E-5
กก.	1.0790813E-4
กกก	1.5415446E-5
กกช.	1.5415446E-5
กกต.	7.707723E-5
กกถ.	1.5415446E-5
กกท.	1.5415446E-5
กกพ	1.5415446E-5
กกร.	1.5415446E-5
กกรง	1.5415446E-5
กกระ	1.5415446E-5
กกรี	1.5415446E-5
กกล	1.5415446E-5
กกลม	1.5415446E-5
กกหู	1.5415446E-5
กกอ.	1.5415446E-5
กกะ	1.2332357E-4
กกะห	1.5415446E-5
กกัก	1.5415446E-5
กกัด	1.5415446E-5
กกัน	4.624634E-5
กกา	1.5415446E-4
กกาด	1.5415446E-5
กกาย	3.083089E-5
กการ	4.624634E-5
กกาว	1.5415446E-5
กกิ	1.5415446E-5
กกิจ	7.707723E-5
กกี	4.624634E-5
กกี้	1.2332357E-4
กกี๋	1.5415446E-5
กกึก	3.083089E-5
กกือ	1.5415446E-5
กกุล	1.2332357E-4
กกูด	1.5415446E-5
กก๊ก	3.083089E-5
กก์	3.083089E-5
กข	3.083089E-5
กข.	1.5415446E-5
กขกะ	1.5415446E-5
กขจร	1.5415446E-5
